"id","bdate","ddate","lifespan","data","name","seats"
"A021865",963,1034,71,"ddm","王曙",NA
"A021868",1807,1874,67,"ddm","真禪",NA
"A021874",1599,1672,73,"ddm","音可",NA
"A021876",973,1030,57,"ddm","黃宗旦",NA
"A021877",1127,1202,75,"ddm","尤袤",NA
"A021880",-506,-443,63,"ddm","言偃",NA
"A021881",1711,1768,57,"ddm","明中",NA
"A021882",1719,1791,72,"ddm","實蔭",NA
"A021890",614,683,69,"ddm","薛禮",NA
"A021891",1720,1760,40,"ddm","德元",NA
"A021893",1690,1753,63,"ddm","義果",NA
"A021898",1683,1752,69,"ddm","明羲",NA
"A021901",1711,1771,60,"ddm","實月",NA
"A021906",1011,1064,53,"ddm","劉牧",NA
"A021907",957,1014,57,"ddm","路振",NA
"A021909",896,963,67,"ddm","可朋",NA
"A021917",1602,1663,61,"ddm","超元",NA
"A021921",1518,1588,70,"ddm","陳瓚",NA
"A021922",1538,1594,56,"ddm","曾乾亨",NA
"A021927",1017,1098,81,"ddm","韓維",NA
"A021930",1001,1045,44,"ddm","王質",NA
"A021946",1000,1064,64,"ddm","余靖",NA
"A021956",1078,1124,46,"ddm","蘇元老",NA
"A021966",1021,1097,76,"ddm","謝景溫",NA
"A021967",1042,1095,53,"ddm","彭汝礪",NA
"A021979",754,805,51,"ddm","陸贄",NA
"A021986",827,907,80,"ddm","了覺",NA
"A021987",985,1049,64,"ddm","彭乘",NA
"A021999",1036,1093,57,"ddm","王詵",NA
"A022006",1660,1734,74,"ddm","高其佩",NA
"A022018",1019,1097,78,"ddm","韓縝",NA
"A022023",1044,1100,56,"ddm","敏行",NA
"A022026",1057,1121,64,"ddm","鄧洵武",NA
"A022042",1096,1153,57,"ddm","梁汝嘉",NA
"A022054",550,630,80,"ddm","陸元朗",NA
"A022057",1080,1155,75,"ddm","汪喬年",NA
"A022058",465,517,52,"ddm","柳惲",NA
"A022067",1183,1250,67,"ddm","傅自得",NA
"A022069",1092,1132,40,"ddm","鄧肅",NA
"A022076",1092,1167,75,"ddm","張燾",NA
"A022077",1112,1186,74,"ddm","陳俊卿",NA
"A022079",754,811,57,"ddm","李藩",NA
"A022090",1104,1183,79,"ddm","吳芾",NA
"A022091",1096,1164,68,"ddm","李椿年",NA
"A022096",1073,1131,58,"ddm","孟氏",NA
"A022105",-242,-189,53,"ddm","樊噲",NA
"A022109",252,312,60,"ddm","郭象",NA
"A022125",1636,1704,68,"ddm","閻若璩",NA
"A022126",1633,1714,81,"ddm","胡渭",NA
"A022127",1721,1799,78,"ddm","江聲",NA
"A022128",1753,1818,65,"ddm","孫星衍",NA
"A022139",457,508,51,"ddm","曹景宗",NA
"A022142",1488,1553,65,"ddm","袁表",NA
"A022143",1499,1549,50,"ddm","袁袞",NA
"A022144",1509,1558,49,"ddm","袁裘",NA
"A022145",1499,1577,78,"ddm","袁褒",NA
"A022161",1109,1161,52,"ddm","單氏",NA
"A022202",1257,1339,82,"ddm","吳存",NA
"A022213",1201,1275,74,"ddm","汪立信",NA
"A022219",1206,1285,79,"ddm","徐世隆",NA
"A022232",867,931,64,"ddm","宇多天皇",NA
"A022233",1131,1189,58,"ddm","羅泌",NA
"A022236",1288,1339,51,"ddm","後醍醐天皇",NA
"A022237",1322,1380,58,"ddm","光明天皇",NA
"A022291",1287,1368,81,"ddm","張翥",NA
"A022319",1314,1369,55,"ddm","章溢",NA
"A022327",1300,1375,75,"ddm","中巖圓月",NA
"A022345",1358,1425,67,"ddm","鄒濟",NA
"A022349",1378,1448,70,"ddm","朱權",NA
"A022354",1332,1382,50,"ddm","馬玉環",NA
"A022384",1491,1559,68,"ddm","張庭",NA
"A022410",1499,1566,67,"ddm","鄭曉",NA
"A022413",209,241,32,"ddm","孫登",NA
"A022419",1048,1098,50,"ddm","恒策",NA
"A022424",1410,1463,53,"ddm","朱仕㙻",NA
"A022440",1459,1493,34,"ddm","朱申鑿",NA
"A022451",1869,1964,95,"ddm","聖欽",NA
"A022459",1751,1819,68,"ddm","覺源",NA
"A022460",1825,1884,59,"ddm","聖教",NA
"A022464",1177,1223,46,"ddm","李純甫",NA
"A022465",1239,1316,77,"ddm","鄭所南",NA
"A022481",1901,1944,43,"ddm","黃方剛",NA
"A022487",1616,1673,57,"ddm","性善",NA
"A022489",1763,1840,77,"ddm","達如",NA
"A022491",1705,1767,62,"ddm","篆玉",NA
"A022503",1506,1578,72,"ddm","陳瓚",NA
"A022504",1167,1230,63,"ddm","蔡沉",NA
"A022507",1612,1692,80,"ddm","髡殘",NA
"A022508",1624,1688,64,"ddm","性獅",NA
"A022509",1662,1728,66,"ddm","超海",NA
"A022510",1642,1707,65,"ddm","道濟",NA
"A022518",1599,1671,72,"ddm","法智",NA
"A022522",1668,1732,64,"ddm","上志",NA
"A022525",1301,1382,81,"ddm","普愚",NA
"A022540",1249,1318,69,"ddm","程鉅夫",NA
"A022565",1868,1918,50,"ddm","華山",NA
"A022566",1856,1910,54,"ddm","顯文",NA
"A022577",1557,1632,75,"ddm","朱國楨",NA
"A022578",1546,1627,81,"ddm","繆希雍",NA
"A022582",1832,1916,84,"ddm","王闓運",NA
"A022586",1562,1637,75,"ddm","阮自華",NA
"A022591",1035,1113,78,"ddm","吳詠",NA
"A022622",479,502,23,"ddm","謝赫",NA
"A022626",1737,1825,88,"ddm","王念孫",NA
"A022638",-521,-457,64,"ddm","宰予",NA
"A022642",752,834,82,"ddm","張正甫",NA
"A022645",1606,1645,39,"ddm","李自成",NA
"A022653",1565,1642,77,"ddm","朱大啓",NA
"A022697",1163,1230,67,"ddm","王象之",NA
"A022701",732,793,61,"ddm","李元諒",NA
"A022735",1865,1954,89,"ddm","齊耀珊",NA
"A022748",187,222,35,"ddm","馬良",NA
"A022759",1521,1593,72,"ddm","徐渭",NA
"A022776",1366,1430,64,"ddm","夏原吉",NA
"A022805",1283,1331,48,"ddm","祥哥剌吉",NA
"A022809",1154,1224,70,"ddm","吳柔勝",NA
"A022811",1559,1624,65,"ddm","朱國祚",NA
"A022813",1830,1912,82,"ddm","楊葆光",NA
"A022821",1576,1633,57,"ddm","王志堅",NA
"A022826",1567,1625,58,"ddm","顧大章",NA
"A022828",1590,1651,61,"ddm","瞿式耜",NA
"A022834",1558,1628,70,"ddm","念雲興勤",NA
"A022839",1581,1647,66,"ddm","孫谷",NA
"A022899",1573,1622,49,"ddm","馮復京",NA
"A022900",1872,1962,90,"ddm","高鶴年",NA
"A022927",1558,1604,46,"ddm","馮琦",NA
"A022931",1699,1765,66,"ddm","源諒",NA
"A022947",750,811,61,"ddm","裴均",NA
"A022953",1332,1391,59,"ddm","王履",NA
"A022956",717,788,71,"ddm","李勉",NA
"A022963",758,836,78,"ddm","王智興",NA
"A022965",810,889,79,"ddm","梵日",NA
"A022999",739,809,70,"ddm","李巽",NA
"A023008",823,889,66,"ddm","行實",NA
"A023009",1697,1758,61,"ddm","惠棟",NA
"A023018",852,926,74,"ddm","張全義",NA
"A023019",880,956,76,"ddm","王仁裕",NA
"A023021",1175,1231,56,"ddm","趙與旹",NA
"A023022",1631,1692,61,"ddm","顧祖禹",NA
"A023027",1911,1998,87,"ddm","王利器",NA
"A023028",1178,1265,87,"ddm","李冶",NA
"A023044",-151,-79,72,"ddm","桑弘羊",NA
"A023060",175,200,25,"ddm","孫策",NA
"A023062",1152,1221,69,"ddm","黃榦",NA
"A023063",1248,1327,79,"ddm","閔漬",NA
"A023064",1163,1234,71,"ddm","薛極",NA
"A023075",1459,1529,70,"ddm","楊廷和",NA
"A023078",1550,1617,67,"ddm","龔錫爵",NA
"A023087",893,944,51,"ddm","段思平",NA
"A023089",1160,1225,65,"ddm","馬遠",NA
"A023092",795,835,40,"ddm","盧仝",NA
"A023096",1549,1598,49,"ddm","王士崧",NA
"A023105",1180,1237,57,"ddm","陳耆卿",NA
"A023111",1551,1613,62,"ddm","甘雨",NA
"A023112",1527,1590,63,"ddm","吳時來",NA
"A023113",1859,1905,46,"ddm","達光",NA
"A023114",1054,1123,69,"ddm","王漢之",NA
"A023116",1894,1951,57,"ddm","寶巖",NA
"A023117",1874,1969,95,"ddm","寬成",NA
"A023118",1301,1374,73,"ddm","倪瓚",NA
"A023120",687,767,80,"ddm","吳用之",NA
"A023124",1446,1522,76,"ddm","王華",NA
"A023125",1496,1571,75,"ddm","王崇",NA
"A023126",818,891,73,"ddm","王徽",NA
"A023127",845,907,62,"ddm","周繁",NA
"A023130",1028,1071,43,"ddm","王安國",NA
"A023135",964,1041,77,"ddm","梅詢",NA
"A023137",967,1044,77,"ddm","燕文貴",NA
"A023140",1888,1966,78,"ddm","李俊承",NA
"A023142",1870,1948,78,"ddm","聞漢章",NA
"A023143",1882,1935,53,"ddm","林翔",NA
"A023144",1826,1871,45,"ddm","陳誥",NA
"A023145",1897,1988,91,"ddm","朱承洵",NA
"A023146",1431,1512,81,"ddm","朱友墦",NA
"A023150",1471,1541,70,"ddm","張氏",NA
"A023152",201,270,69,"ddm","譙周",NA
"A023165",990,1053,63,"ddm","丁度",NA
"A023167",922,957,35,"ddm","扈載",NA
"A023173",1142,1143,1,"ddm","完顏濟安",NA
"A023182",1011,1081,70,"ddm","成尋",NA
"A023216",936,964,28,"ddm","周娥皇",NA
"A023217",961,964,3,"ddm","李仲宣",NA
"A023218",1724,1805,81,"ddm","紀昀",NA
"A023220",1649,1704,55,"ddm","",NA
"A023232",1700,1756,56,"ddm","際聖",NA
"A023235",733,786,53,"ddm","李澄",NA
"A023266",1337,1377,40,"ddm","鄧愈",NA
"A023298",1074,1153,79,"ddm","米友仁",NA
"A023321",1008,1070,62,"ddm","趙允弼",NA
"A023324",1557,1623,66,"ddm","陳邦瞻",NA
"A023325",1922,2006,84,"ddm","",NA
"A023332",1867,1959,92,"ddm","張元濟",NA
"A023333",654,732,78,"ddm","王晙",NA
"A023335",1931,2009,78,"ddm","釋聖嚴",NA
"A023344",1916,2002,86,"ddm","明暘",NA
"A023345",1925,2012,87,"ddm","明哲",NA
"A023346",1933,2013,80,"ddm","淨慧",NA
"A023347",1917,2005,88,"ddm","周紹良",NA
"A023348",1938,1989,51,"ddm","第十世班禪額爾德尼",NA
"A023364",344,386,42,"ddm","王獻之",NA
"A023373",891,944,53,"ddm","林鼎",NA
"A023376",922,982,60,"ddm","王溥",NA
"A023380",732,782,50,"ddm","庾準",NA
"A023387",1907,1977,70,"ddm","東初老人",NA
"A023389",1893,1976,83,"ddm","毛澤東",NA
"A023390",1910,1999,89,"ddm","釋育枚",NA
"A023393",1906,2005,99,"ddm","釋印順",NA
"A023395",1889,1969,80,"ddm","張選才",NA
"A023402",1888,1948,60,"ddm","陳氏",NA
"A023405",1903,1989,86,"ddm","釋觀空",NA
"A023406",1902,1989,87,"ddm","釋明真",NA
"A023409",1900,1988,88,"ddm","釋道源",NA
"A023412",1835,1908,73,"ddm","葉赫那拉杏貞",NA
"A023413",1357,1419,62,"ddm","宗喀巴",NA
"A023419",1922,1997,75,"ddm","釋海法",NA
"A023421",1892,1991,99,"ddm","釋淨嚴",NA
"A023425",946,1014,68,"ddm","魏咸信",NA
"A023426",1660,1731,71,"ddm","如琇",NA
"A023428",1902,1989,87,"ddm","釋海燈",NA
"A023429",1907,1993,86,"ddm","釋德禪",NA
"A023430",1946,2012,66,"ddm","釋印松",NA
"A023439",1891,1940,49,"ddm","石友三",NA
"A023440",1882,1948,66,"ddm","馮玉祥",NA
"A023443",1918,2009,91,"ddm","釋常明",NA
"A023444",1913,1992,79,"ddm","釋慧雨",NA
"A023445",1893,1966,73,"ddm","釋朗照",NA
"A023447",1890,1967,77,"ddm","釋慈雲",NA
"A023448",1918,1997,79,"ddm","釋寬宗",NA
"A023475",1890,1972,82,"ddm","加地哲定",NA
"A023477",1909,1988,79,"ddm","前川忠夫",NA
"A023483",1903,1991,88,"ddm","武伯倫",NA
"A023484",1901,1972,71,"ddm","梁思成",NA
"A023489",1920,2011,91,"ddm","德悟",NA
"A023490",1916,1995,79,"ddm","釋真禪",NA
"A023495",1914,1992,78,"ddm","釋淦泉",NA
"A023496",1905,1988,83,"ddm","釋度寰",NA
"A023502",1912,2011,99,"ddm","釋觀性",NA
"A023503",1900,1982,82,"ddm","釋南亭",NA
"A023510",-6,29,35,"ddm","耶穌",NA
"A023514",1919,2005,86,"ddm","釋月朗",NA
"A023539",1928,1997,69,"ddm","釋安上",NA
"A023540",695,775,80,"ddm","吉備真備",NA
"A023547",1915,2003,88,"ddm","釋慈舟",NA
"A023548",1877,1958,81,"ddm","釋慈舟",NA
"A023551",1879,1952,73,"ddm","釋霜亭",NA
"A023554",1913,2003,90,"ddm","釋圓湛",NA
"A023555",1909,1994,85,"ddm","釋雪煩",NA
"A023558",1889,1963,74,"ddm","釋智光",NA
"A023559",1804,1855,51,"ddm","羅大綱",NA
"A023562",1922,2012,90,"ddm","釋真華",NA
"A023565",1912,1987,75,"ddm","嚴一萍",NA
"A023567",1913,1992,79,"ddm","張晶英",NA
"A023568",1898,1965,67,"ddm","陳誠",NA
"A023569",1898,1960,62,"ddm","俞鴻鈞",NA
"A023570",1879,1964,85,"ddm","于右任",NA
"A023571",1901,1985,84,"ddm","張其昀",NA
"A023572",1905,1993,88,"ddm","嚴家淦",NA
"A023576",1951,2012,61,"ddm","王文顏",NA
"A023578",1909,1992,83,"ddm","高明",NA
"A023579",1914,2011,97,"ddm","釋成一",NA
"A023580",1925,2001,76,"ddm","釋開證",NA
"A023582",1950,2011,61,"ddm","釋傳孝",NA
"A023583",1941,2014,73,"ddm","釋傳道",NA
"A023585",1924,2000,76,"ddm","釋智諭",NA
"A023587",1924,1986,62,"ddm","楊白衣",NA
"A023597",1918,1996,78,"ddm","釋聖開",NA
"A023598",1930,1996,66,"ddm","釋聖印",NA
"A023599",1887,1960,73,"ddm","釋律航",NA
"A023600",912,985,73,"ddm","良源",NA
"A023608",1898,1956,58,"ddm","師覺月",NA
"A023609",1898,1983,85,"ddm","譚雲山",NA
"A023610",1863,1935,72,"ddm","西勒萬列維",NA
"A023612",872,953,81,"ddm","黃峭",NA
"A023613",1899,1973,74,"ddm","坂本幸男",NA
"A023614",1896,1987,91,"ddm","金倉圓照",NA
"A023616",1933,1996,63,"ddm","傅偉勳",NA
"A023619",1926,1993,67,"ddm","釋愍生",NA
"A023620",1884,1955,71,"ddm","釋守培",NA
"A023622",1906,1978,72,"ddm","羅香林",NA
"A023624",1909,1987,78,"ddm","釋保賢",NA
"A023625",1886,1978,92,"ddm","釋海仁",NA
"A023632",1915,1991,76,"ddm","鄒葦澄",NA
"A023638",1927,2005,78,"ddm","于凌波",NA
"A023639",1891,1986,95,"ddm","李炳南",NA
"A023640",1915,2009,94,"ddm","釋懺雲",NA
"A023641",1899,1986,87,"ddm","莫正熹",NA
"A023650",1930,2011,81,"ddm","約翰克魯克",NA
"A023653",1934,2008,74,"ddm","吳京",NA
"A023662",1919,1986,67,"ddm","釋煮雲",NA
"A023665",1913,2002,89,"ddm","釋竺摩",NA
"A023668",1923,2004,81,"ddm","方行仁",NA
"A023669",1581,1648,67,"ddm","海白特",NA
"A023670",-356,-323,33,"ddm","亞歷山大大帝",NA
"A023671",1128,1187,59,"ddm","梁克家",NA
"A023673",1902,1987,85,"ddm","釋樂觀",NA
"A023674",1907,1986,79,"ddm","關口真大",NA
"A023678",1912,1999,87,"ddm","中村元",NA
"A023679",1907,1994,87,"ddm","野上俊靜",NA
"A023681",1652,1739,87,"ddm","靈空光謙",NA
"A023682",1904,2000,96,"ddm","茂田井教亨",NA
"A023683",1903,1979,76,"ddm","松濤誠廉",NA
"A023686",1913,1997,84,"ddm","宮崎英修",NA
"A023687",1928,2004,76,"ddm","淺井圓道",NA
"A023690",1903,1972,69,"ddm","石津照璽",NA
"A023691",1903,1992,89,"ddm","山崎宏",NA
"A023693",1898,1991,93,"ddm","福井康順",NA
"A023694",1916,1979,63,"ddm","吉岡義豐",NA
"A023695",1927,2001,74,"ddm","鎌田茂雄",NA
"A023696",1909,1973,64,"ddm","安藤俊雄",NA
"A023704",1912,2004,92,"ddm","菲力浦凱普樓",NA
"A023705",1913,2007,94,"ddm","沈家禎",NA
"A023706",1917,1988,71,"ddm","居和如",NA
"A023707",1929,2004,75,"ddm","釋日常",NA
"A023710",1899,1989,90,"ddm","周宣德",NA
"A023711",1881,1953,72,"ddm","釋來果",NA
"A023720",1920,2004,84,"ddm","郭朋",NA
"A023729",1915,1997,82,"ddm","李猷",NA
"A023738",1881,1953,72,"ddm","栂尾祥雲",NA
"A023754",1916,1999,83,"ddm","吳尊賢",NA
"A023758",1920,2008,88,"ddm","柏楊",NA
"A023759",1912,2010,98,"ddm","黃烈火",NA
"A023798",1929,2009,80,"ddm","王曉寒",NA
"A023808",1866,1945,79,"ddm","河口慧海",NA
"A023809",592,628,36,"ddm","推古天皇",NA
"A023813",1891,1962,71,"ddm","胡適",NA
"A023826",1920,2005,85,"ddm","若望保祿二世",NA
"A023827",1923,2020,97,"ddm","李登輝",NA
"A023838",183,245,62,"ddm","陸遜",NA
"A023840",529,611,82,"ddm","僧照",NA
"A023845",874,911,37,"ddm","劉隱",NA
"A023850",683,701,18,"ddm","李重潤",NA
"A023851",685,701,16,"ddm","李仙蕙",NA
"A023855",1742,1811,69,"ddm","費淳",NA
"A023858",1955,2012,57,"ddm","",NA
"A023860",1925,2011,86,"ddm","",NA
"A023862",1930,2006,76,"ddm","",NA
"A023873",1934,1993,59,"ddm","余玉賢",NA
"A023910",1923,2012,89,"ddm","單國璽",NA
"A023919",1943,2013,70,"ddm","廖今榕",NA
"A023924",1942,2010,68,"ddm","張子源",NA
"A023933",1927,2019,92,"ddm","張鏡湖",NA
"A023970",1619,1659,40,"ddm","孫承恩",NA
"A023972",1671,1706,35,"ddm","汪繹",NA
"A023973",1642,1689,47,"ddm","歸允肅",NA
"A023975",1894,1941,47,"ddm","許地山",NA
"A023976",1883,1944,61,"ddm","汪精衛",NA
"A023979",1898,1935,37,"ddm","張孝若",NA
"A023980",1852,1939,87,"ddm","張詧",NA
"A023982",1905,1963,58,"ddm","釋葦一",NA
"A023984",1922,2019,97,"ddm","釋守成",NA
"A023985",1785,1850,65,"ddm","林則徐",NA
"A023986",1566,1623,57,"ddm","羅如望",NA
"A023988",1591,1666,75,"ddm","湯若望",NA
"A023989",1593,1638,45,"ddm","羅雅谷",NA
"A023990",1623,1688,65,"ddm","南懷仁",NA
"A023991",1872,1970,98,"ddm","伯特蘭．亞瑟．威廉．羅素",NA
"A023992",1828,1910,82,"ddm","列夫．尼古拉耶維奇．托爾斯泰",NA
"A023993",1893,1967,74,"ddm","證蓮密源",NA
"A023994",1837,1909,72,"ddm","張之洞",NA
"A023995",1892,1973,81,"ddm","薛篤弼",NA
"A023996",1877,1949,72,"ddm","水野梅曉",NA
"A024001",1884,1918,34,"ddm","蘇曼殊",NA
"A024002",1911,1957,46,"ddm","釋斌宗",NA
"A024005",1905,1968,63,"ddm","釋心道",NA
"A024012",1927,2010,83,"ddm","釋自立",NA
"A024014",1929,2003,74,"ddm","釋幻生",NA
"A024018",1888,1953,65,"ddm","吳鐵城",NA
"A024019",1919,2011,92,"ddm","釋仁俊",NA
"A024021",1906,1992,86,"ddm","釋本光",NA
"A024022",1878,1960,82,"ddm","釋妙闊",NA
"A024023",1910,2002,92,"ddm","林子青",NA
"A024024",1904,1951,47,"ddm","釋法航",NA
"A024025",1887,1966,79,"ddm","釋能海",NA
"A024026",1909,2000,91,"ddm","釋雪松",NA
"A024027",1908,1969,61,"ddm","釋葦舫",NA
"A024029",1900,1990,90,"ddm","孫立人",NA
"A024033",1879,1943,64,"ddm","釋昌圓",NA
"A024034",1907,1969,62,"ddm","釋靜嚴",NA
"A024036",1903,1978,75,"ddm","釋亦幻",NA
"A024037",1893,1976,83,"ddm","釋賢頓",NA
"A024038",1906,1991,85,"ddm","釋默如",NA
"A024043",1881,1971,90,"ddm","徐森玉",NA
"A024044",1885,1975,90,"ddm","湯住心",NA
"A024049",1894,1961,67,"ddm","梅蘭芳",NA
"A024050",1895,1975,80,"ddm","周士楚",NA
"A024051",1890,1948,58,"ddm","金少山",NA
"A024054",1922,1997,75,"ddm","釋妙然",NA
"A024055",1769,1821,52,"ddm","拿破崙．波拿巴",NA
"A024057",1907,1982,75,"ddm","李辰冬",NA
"A024059",1922,2003,81,"ddm","釋悟一",NA
"A024060",1897,1959,62,"ddm","鄭介民",NA
"A024061",1921,2011,90,"ddm","釋隆根",NA
"A024062",1917,1996,79,"ddm","釋演培",NA
"A024064",1916,1996,80,"ddm","釋清霖",NA
"A024066",1902,1973,71,"ddm","釋隆泉",NA
"A024067",1927,2015,88,"ddm","釋浩霖",NA
"A024068",1929,2020,91,"ddm","釋淨心",NA
"A024069",1915,2006,91,"ddm","釋靈根",NA
"A024073",1933,1981,48,"ddm","張曼濤",NA
"A024074",1909,2006,97,"ddm","馬樹禮",NA
"A024075",1910,1988,78,"ddm","蔣經國",NA
"A024076",1870,1966,96,"ddm","鈴木大拙",NA
"A024077",1915,1998,83,"ddm","蔣彥士",NA
"A024078",1918,1999,81,"ddm","潘振球",NA
"A024079",1908,2001,93,"ddm","謝東閔",NA
"A024082",1914,2000,86,"ddm","俞國華",NA
"A024084",1917,2016,99,"ddm","釋慧嶽",NA
"A024089",1925,2001,76,"ddm","陳慧劍",NA
"A024093",1902,1988,86,"ddm","釋靈源",NA
"A024095",1871,1961,90,"ddm","原田祖岳",NA
"A024097",1928,2014,86,"ddm","水谷幸正",NA
"A024109",1953,2016,63,"ddm","杜正民",NA
"A024114",958,1014,56,"ddm","楊延昭",NA
"A024115",1918,2005,87,"ddm","",NA
"A024117",1859,1916,57,"ddm","袁世凱",NA
"A024124",1916,2009,93,"ddm","楊正",NA
"A024152",1922,2010,88,"ddm","釋悟謙",NA
"A024157",1916,1985,69,"ddm","葉均",NA
"A024164",1853,1930,77,"ddm","",NA
"A024166",1909,1974,65,"ddm","吳丹",NA
"A024170",1874,1943,69,"ddm","釋會泉",NA
"A024171",1875,1943,68,"ddm","釋會機",NA
"A024172",1880,1952,72,"ddm","釋轉逢",NA
"A024174",1900,1994,94,"ddm","釋廣洽",NA
"A024175",1914,1995,81,"ddm","釋廣義",NA
"A024176",1115,1184,69,"ddm","李燾",NA
"A024195",1775,1862,87,"ddm","穆罕默德·巴哈杜爾沙·扎法爾",NA
"A024196",1869,1948,79,"ddm","莫罕達斯·卡拉姆昌德·甘地",NA
"A024197",1592,1666,74,"ddm","沙賈汗",NA
"A024198",1593,1631,38,"ddm","姬蔓．芭奴(泰姬瑪哈陵之墓主)",NA
"A024199",1618,1707,89,"ddm","奧朗則布",NA
"A024200",1542,1605,63,"ddm","傑拉爾-丁．穆罕默德．阿克巴",NA
"A024201",1569,1627,58,"ddm","賈漢吉爾",NA
"A024202",1577,1645,68,"ddm","娜加含",NA
"A024203",451,503,52,"ddm","范雲",NA
"A024209",1852,1912,60,"ddm","明治天皇",NA
"A024212",1900,1978,78,"ddm","岡野正道",NA
"A024213",1902,1976,74,"ddm","岡野貴美子",NA
"A024217",1921,1989,68,"ddm","安居香山",NA
"A024218",1910,1993,83,"ddm","劉梅生",NA
"A024219",1914,1980,66,"ddm","吳萬谷",NA
"A024224",701,760,59,"ddm","光明皇后",NA
"A024225",727,728,1,"ddm","基王",NA
"A024226",1928,2019,91,"ddm","釋慧定",NA
"A024231",1895,1962,67,"ddm","釋定西",NA
"A024232",1884,1979,95,"ddm","釋樂果",NA
"A024234",1896,1987,91,"ddm","岸信介",NA
"A024236",1925,2016,91,"ddm","釋寬裕",NA
"A024239",1919,2012,93,"ddm","釋明珠",NA
"A024240",1914,1996,82,"ddm","釋一鵬",NA
"A024241",1926,1980,54,"ddm","釋天恩",NA
"A024242",1917,1979,62,"ddm","朴正熙",NA
"A024243",1925,1974,49,"ddm","陸英修",NA
"A024244",1927,2004,77,"ddm","崇山行願",NA
"A024247",1882,1963,81,"ddm","宇井伯壽",NA
"A024257",1914,1997,83,"ddm","張伯英",NA
"A024262",1933,2012,79,"ddm","黃崑巖",NA
"A024265",1904,1994,90,"ddm","查良鑑",NA
"A024266",1863,1921,58,"ddm","王采玉",NA
"A024267",1913,1998,85,"ddm","沈昌煥",NA
"A024268",1912,2001,89,"ddm","徐賢修 ",NA
"A024269",1913,2006,93,"ddm","孫運璿",NA
"A024270",1910,2001,91,"ddm","李國鼎",NA
"A024271",1920,2005,85,"ddm","馬鶴凌",NA
"A024279",1912,2005,93,"ddm","閻振興",NA
"A024280",1940,1999,59,"ddm","林清江",NA
"A024281",1910,1979,69,"ddm","盧致德",NA
"A024286",1975,1981,6,"ddm","張明哲",NA
"A024288",1925,2006,81,"ddm","錢鵬倫",NA
"A024289",1917,2010,93,"ddm","李煥",NA
"A024292",1901,1978,77,"ddm","于斌",NA
"A024296",1896,1981,85,"ddm","葛建時",NA
"A024297",1899,1994,95,"ddm","釋法稱",NA
"A024303",1898,1991,93,"ddm","周邦道",NA
"A024309",1920,1993,73,"ddm","釋洗塵",NA
"A024310",1904,1982,78,"ddm","詹勵吾",NA
"A024321",1909,1996,87,"ddm","釋敏智",NA
"A024332",1918,1995,77,"ddm","釋宣化",NA
"A024334",1923,2010,87,"ddm","應金玉堂",NA
"A024336",1922,2011,89,"ddm","釋一聞",NA
"A024338",1930,2003,73,"ddm","釋玅境",NA
"A024343",1925,2013,88,"ddm","",NA
"A024347",1923,1992,69,"ddm","",NA
"A024348",1907,2005,98,"ddm","長尾雅人",NA
"A024349",1914,1986,72,"ddm","",NA
"A024352",1928,2008,80,"ddm","許理和",NA
"A024354",1932,2005,73,"ddm","",NA
"A024358",1901,1963,62,"ddm","吳廷琰",NA
"A024361",1916,2001,85,"ddm","周策縱",NA
"A024363",1895,1976,81,"ddm","山口益",NA
"A024365",1911,1984,73,"ddm","賴名湯",NA
"A024367",1872,1933,61,"ddm","渡邊海旭",NA
"A024370",1893,1983,90,"ddm","宮本正尊",NA
"A024374",1911,2001,90,"ddm","古田紹欽",NA
"A024376",1895,1979,84,"ddm","山田龍城",NA
"A024378",1906,1995,89,"ddm","橫超慧日",NA
"A024385",1898,1980,82,"ddm","塚本善隆",NA
"A024386",1872,1940,68,"ddm","寺本婉雅",NA
"A024389",1876,1948,72,"ddm","大谷光瑞",NA
"A024390",1886,1956,70,"ddm","青木文教",NA
"A024391",1890,1967,77,"ddm","多田等觀",NA
"A024393",1902,1987,85,"ddm","增谷文雄",NA
"A024401",1889,1980,91,"ddm","久松真一",NA
"A024402",1876,1971,95,"ddm","椎尾弁匡",NA
"A024403",1882,1971,89,"ddm","大倉邦彥",NA
"A024406",1906,1999,93,"ddm","庭野日敬",NA
"A024407",1881,1967,86,"ddm","望月歡厚",NA
"A024408",1912,2001,89,"ddm","久保田正文",NA
"A024409",1894,1970,76,"ddm","石田茂作",NA
"A024411",1879,1971,92,"ddm","藤井日靜",NA
"A024413",1858,1940,82,"ddm","",NA
"A024414",1882,1955,73,"ddm","羽田亨",NA
"A024415",1865,1942,77,"ddm","白鳥庫吉",NA
"A024416",1883,1974,91,"ddm","羽溪了諦",NA
"A024419",1908,1971,63,"ddm","芳村修基",NA
"A024420",1890,1968,78,"ddm","橘瑞超",NA
"A024423",1858,1919,61,"ddm","井上圓了",NA
"A024425",1867,1934,67,"ddm","忽滑谷快天",NA
"A024426",1894,1976,82,"ddm","久松潛一",NA
"A024427",1915,1999,84,"ddm","玉城康四郎",NA
"A024428",1898,1995,97,"ddm","花山信勝",NA
"A024429",1910,2001,91,"ddm","山本達郎",NA
"A024430",1916,2006,90,"ddm","笠原一男",NA
"A024431",1929,1997,68,"ddm","黛敏郎",NA
"A024432",1909,1994,85,"ddm","勝又俊教",NA
"A024433",1922,2000,78,"ddm","早島鏡正",NA
